PUMFID,Audio_Streaming,Video_Streaming,HouseholdSize,Age,Martial.Status,Education.Level,Sex,Residence.Area,Precaution,Edu_Services,Reported,Incident,Inform_Services,Loss,OnlineShopping,Social_Media_Use,WFH
8947,Same,Same,1,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
8948,Increase,Increase,4+,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,More,Same,No,Yes,Increase,No,No,Increase,No
8949,Increase,Increase,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Increase,No,No,Same,No
8950,Same,Same,1,65 to 74 years old,Living common-law,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Increase,No,No,Increase,No
8951,Increase,Increase,2,75 years and older,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Increase,No,No,Same,No,Yes,Same,No
8952,Not Applicable,Same,1,65 to 74 years old,Widowed/Separated/Divorced,University certificate or diploma below the bachelor’s level,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8953,Not Applicable,Same,2,45 to 54 years old,Married,Less than high school diploma or its equivalent,Female,Urban,More,Not Applicable,No,No,Increase,No,No,Increase,No
8954,Not Applicable,Not Applicable,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8955,Not Applicable,Same,3,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Male,Rural,More,Not Applicable,Yes,Yes,Same,Yes,Yes,Same,No
8956,Decrease,Increase,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Same,Yes
8958,Increase,Increase,1,25 to 34 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Increase,Yes,Yes,Increase,No,Yes,Increase,No
8960,Same,Same,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,No,Yes,Increase,Yes,Yes,Same,No
8961,Same,Same,1,55 to 64 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8962,Same,Decrease,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,More,Increase,No,No,Same,No,No,Decrease,Yes
8963,Not Applicable,Not Applicable,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Male,Rural,More,Same,No,No,Same,No,Yes,Same,No
8965,Same,Increase,2,55 to 64 years old,Married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,No,Increase,No,Yes,Increase,No
8966,Same,Same,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,Yes,Increase,Yes,Yes,Not Applicable,Yes
8967,Not Applicable,Not Applicable,2,65 to 74 years old,Living common-law,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Increase,No
8968,Same,Increase,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Same,No,No,Increase,No,Yes,Not Applicable,No
8969,Same,Increase,2,25 to 34 years old,Married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
8970,Same,Increase,2,45 to 54 years old,Widowed/Separated/Divorced,University certificate or diploma below the bachelor’s level,Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
8971,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
8972,Same,Same,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,More,Same,No,No,Same,No,Yes,Same,No
8973,Not Applicable,Increase,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
8974,Same,Same,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Not Applicable,No,No,Increase,No,Yes,Same,Yes
8975,Same,Not Applicable,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8976,Increase,Increase,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Decrease,Yes,Yes,Same,Yes,Yes,Decrease,Yes
8977,Increase,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,Yes
8979,Not Applicable,Decrease,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
8980,Decrease,Increase,1,25 to 34 years old,Single/Never married,Trade certificate or diploma,Male,Urban,Not More,Increase,No,No,Same,No,No,Increase,No
8981,Same,Increase,2,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Male,Rural,More,Same,No,No,Same,No,Yes,Same,No
8982,Same,Same,2,25 to 34 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Same,Yes,Yes,Increase,Yes,Yes,Same,Yes
8983,Same,Same,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Rural,Not More,Same,No,Yes,Same,No,Yes,Same,No
8984,Not Applicable,Same,2,35 to 44 years old,Married,Trade certificate or diploma,Female,Rural,More,Increase,No,Yes,Increase,No,Yes,Increase,No
8985,Increase,Increase,1,45 to 54 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
8987,Increase,Increase,2,25 to 34 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Rural,More,Not Applicable,No,No,Increase,No,Yes,Increase,Yes
8989,Increase,Increase,2,45 to 54 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
8990,Not Applicable,Same,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
8991,Same,Same,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Same,No,Yes,Increase,Yes,No,Increase,No
8992,Not Applicable,Same,2,45 to 54 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Rural,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
8993,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,Yes
8994,Not Applicable,Same,2,65 to 74 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Decrease,No
8996,Increase,Increase,1,35 to 44 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,Yes,Yes,Increase,Yes,Yes,Increase,Yes
8997,Increase,Increase,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
8998,Increase,Increase,2,25 to 34 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Not Applicable,No,No,Increase,No,Yes,Increase,No
9000,Not Applicable,Same,1,55 to 64 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Male,Rural,Not More,Same,No,No,Same,No,Yes,Same,No
9001,Increase,Same,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Increase,Yes,Yes,Increase,Yes,Yes,Increase,Yes
9002,Not Applicable,Same,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
9003,Same,Same,1,45 to 54 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
9004,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Male,Urban,More,Not Applicable,No,No,Same,No,No,Decrease,No
9005,Same,Same,3,45 to 54 years old,Living common-law,Trade certificate or diploma,Female,Urban,More,Same,No,No,Increase,No,Yes,Same,No
9006,Not Applicable,Increase,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
9007,Not Applicable,Increase,2,65 to 74 years old,Married,Less than high school diploma or its equivalent,Male,Rural,More,Not Applicable,No,No,Same,No,Yes,Increase,Yes
9008,Increase,Increase,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,No
9009,Not Applicable,Same,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,Yes,Not Applicable,Yes,Yes,Same,No
9010,Increase,Not Applicable,4+,45 to 54 years old,Living common-law,Less than high school diploma or its equivalent,Male,Rural,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
9011,Not Applicable,Same,1,75 years and older,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Decrease,No
9012,Same,Same,2,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,Yes,Yes,Increase,Yes,No,Increase,Yes
9013,Same,Increase,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,Yes,Increase,No,Yes,Increase,Yes
9014,Same,Same,2,55 to 64 years old,Living common-law,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,No
9015,Same,Same,1,35 to 44 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Female,Rural,Not More,Same,No,No,Same,No,Yes,Same,Yes
9016,Same,Increase,2,45 to 54 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,Yes,Yes,Same,No,Yes,Increase,Yes
9017,Same,Increase,2,35 to 44 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,Yes
9018,Increase,Increase,2,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
9019,Increase,Increase,1,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Same,No,Yes,Increase,No,Yes,Increase,Yes
9020,Same,Same,2,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,Yes,Same,Yes
9021,Not Applicable,Not Applicable,1,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Decrease,No,No,Same,No,No,Increase,No
9022,Not Applicable,Increase,2,75 years and older,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,Yes,Same,No,No,Same,Yes
9024,Increase,Increase,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,More,Same,Yes,Yes,Same,No,Yes,Increase,Yes
9025,Same,Same,3,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Same,No
9026,Not Applicable,Same,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Same,No,No,Increase,No,Yes,Same,No
9027,Not Applicable,Same,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
9028,Same,Same,3,35 to 44 years old,Married,Trade certificate or diploma,Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,No
9029,Same,Increase,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,Yes,Increase,No,Yes,Increase,No
9030,Same,Increase,1,45 to 54 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Same,No,Yes,Increase,No,Yes,Same,No
9031,Increase,Increase,2,55 to 64 years old,Married,University certificate or diploma below the bachelor’s level,Female,Urban,More,Same,No,Yes,Increase,No,Yes,Increase,No
9032,Not Applicable,Same,1,45 to 54 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9033,Same,Same,3,45 to 54 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Rural,More,Not Applicable,No,No,Same,No,No,Same,Yes
9034,Not Applicable,Not Applicable,1,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Rural,More,Not Applicable,No,Yes,Same,No,No,Not Applicable,No
9035,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
9036,Same,Increase,1,45 to 54 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,Yes,Increase,Yes,Yes,Increase,Yes
9038,Same,Same,4,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9039,Not Applicable,Same,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,Yes,Yes,Same,Yes,Yes,Increase,No
9040,Same,Same,3,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,Yes
9041,Same,Increase,2,65 to 74 years old,Married,Less than high school diploma or its equivalent,Female,Urban,More,Not Applicable,No,No,Increase,No,Yes,Same,No
9042,Increase,Same,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Increase,No,No,Same,No,Yes,Same,Yes
9043,Not Applicable,Not Applicable,3,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Increase,No,No,Same,No
9044,Not Applicable,Same,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
9045,Increase,Decrease,3,25 to 34 years old,Single/Never married,University certificate or diploma below the bachelor’s level,Male,Urban,More,Same,No,No,Increase,No,Yes,Decrease,No
9046,Same,Same,2,35 to 44 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,Yes,Not Applicable,No
9047,Same,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,Yes,Increase,No,Yes,Increase,Yes
9048,Not Applicable,Not Applicable,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Increase,Yes
9050,Decrease,Decrease,3,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Same,No,Yes,Same,No,No,Same,No
9052,Not Applicable,Same,2,55 to 64 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,Not More,Not Applicable,Yes,Yes,Same,No,No,Same,Yes
9053,Same,Same,3,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,Yes
9054,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Male,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9055,Same,Not Applicable,3,15 to 24 years old,Single/Never married,Less than high school diploma or its equivalent,Female,Urban,More,Decrease,No,Yes,Same,No,Yes,Same,Yes
9056,Increase,Increase,2,25 to 34 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Same,No,No,Increase,Yes
9057,Same,Same,1,65 to 74 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
9058,Not Applicable,Increase,2,55 to 64 years old,Living common-law,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,Yes,Same,Yes,Yes,Same,No
9059,Increase,Increase,1,35 to 44 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,No,Same,No,Yes,Increase,Yes
9060,Increase,Not Applicable,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,More,Not Applicable,No,No,Same,No,Yes,Same,No
9061,Increase,Increase,3,15 to 24 years old,Single/Never married,Less than high school diploma or its equivalent,Female,Urban,More,Increase,No,No,Increase,No,Yes,Increase,No
9062,Increase,Increase,4,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Increase,No,Yes,Increase,Yes,Yes,Increase,Yes
9063,Not Applicable,Same,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9064,Same,Same,4,15 to 24 years old,Single/Never married,Less than high school diploma or its equivalent,Male,Urban,Not More,Increase,No,No,Same,No,Yes,Same,No
9065,Not Applicable,Increase,2,75 years and older,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Same,No
9066,Not Applicable,Same,2,75 years and older,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
9067,Not Applicable,Increase,2,25 to 34 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,No,No,Increase,No,Yes,Increase,No
9068,Same,Same,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Increase,No
9069,Same,Same,3,15 to 24 years old,Single/Never married,Less than high school diploma or its equivalent,Female,Urban,Not More,Increase,No,Yes,Increase,No,No,Same,Yes
9070,Not Applicable,Same,2,65 to 74 years old,Married,Less than high school diploma or its equivalent,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9071,Not Applicable,Same,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,Yes,Same,Yes,Yes,Not Applicable,No
9072,Not Applicable,Increase,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,No,Increase,No,No,Increase,No
9073,Decrease,Increase,2,65 to 74 years old,Married,Trade certificate or diploma,Male,Urban,More,Not Applicable,No,No,Increase,No,Yes,Not Applicable,No
9075,Not Applicable,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Same,No,No,Increase,No,Yes,Increase,No
9076,Not Applicable,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Not Applicable,Yes
9077,Same,Same,1,35 to 44 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9078,Increase,Increase,2,45 to 54 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,No,Increase,No,Yes,Same,Yes
9079,Same,Increase,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Same,Yes,Yes,Same,Yes,Yes,Same,Yes
9080,Not Applicable,Not Applicable,2,75 years and older,Married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Not Applicable,No
9081,Same,Same,1,55 to 64 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9082,Increase,Increase,2,25 to 34 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,Yes,Increase,No,Yes,Increase,Yes
9083,Increase,Increase,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,No
9084,Same,Same,2,35 to 44 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9085,Same,Increase,3,55 to 64 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,Yes
9086,Not Applicable,Not Applicable,3,35 to 44 years old,Single/Never married,Trade certificate or diploma,Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,No
9087,Same,Same,2,45 to 54 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9088,Not Applicable,Increase,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
9089,Same,Same,2,15 to 24 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Increase,No,Yes,Increase,No,Yes,Same,Yes
9090,Not Applicable,Not Applicable,2,75 years and older,Married,Less than high school diploma or its equivalent,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Not Applicable,No
9091,Same,Increase,4,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Increase,No
9092,Not Applicable,Decrease,2,75 years and older,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,More,Not Applicable,No,No,Same,No,No,Same,No
9093,Not Applicable,Not Applicable,1,55 to 64 years old,Single/Never married,University certificate or diploma below the bachelor’s level,Female,Rural,More,Not Applicable,No,No,Increase,No,Yes,Same,No
9094,Same,Increase,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,No,Same,No,Yes,Increase,Yes
9095,Not Applicable,Not Applicable,2,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Increase,Yes,Yes,Increase,No,Yes,Increase,No
9096,Not Applicable,Not Applicable,1,55 to 64 years old,Single/Never married,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Not Applicable,No
9097,Same,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Increase,No,No,Increase,No,Yes,Same,Yes
9098,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Rural,Not More,Not Applicable,No,Yes,Same,Yes,Yes,Same,Yes
9099,Same,Same,2,25 to 34 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,Yes
9100,Same,Same,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,More,Not Applicable,Yes,Yes,Increase,No,Yes,Same,Yes
9101,Same,Increase,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,Yes,Increase,Yes,Yes,Increase,Yes
9102,Not Applicable,Not Applicable,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Not Applicable,No,No,Not Applicable,No,Yes,Same,No
9103,Same,Increase,2,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,No,Increase,No,Yes,Decrease,Yes
9104,Same,Same,1,35 to 44 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Increase,No,No,Increase,No,Yes,Same,No
9105,Increase,Same,1,15 to 24 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Increase,Yes,Yes,Increase,Yes,Yes,Increase,Yes
9108,Same,Increase,2,55 to 64 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Male,Rural,More,Not Applicable,No,No,Increase,No,Yes,Same,No
9109,Not Applicable,Decrease,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9110,Not Applicable,Same,2,55 to 64 years old,Living common-law,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Not Applicable,No,No,Same,No,No,Same,No
9111,Not Applicable,Same,2,65 to 74 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
9112,Not Applicable,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Not Applicable,No
9113,Increase,Increase,3,55 to 64 years old,Married,University certificate or diploma below the bachelor’s level,Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Increase,Yes
9115,Increase,Same,2,35 to 44 years old,Living common-law,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,No,Yes,Same,No,Yes,Increase,Yes
9116,Not Applicable,Increase,4+,55 to 64 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Not Applicable,No,Yes,Same,Yes,No,Not Applicable,Yes
9117,Not Applicable,Not Applicable,2,55 to 64 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Increase,Yes
9120,Same,Same,2,35 to 44 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Increase,No,No,Same,No,Yes,Not Applicable,Yes
9121,Not Applicable,Same,1,55 to 64 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
9122,Same,Same,1,65 to 74 years old,Single/Never married,Less than high school diploma or its equivalent,Male,Urban,Not More,Increase,No,Yes,Increase,No,Yes,Same,No
9124,Increase,Increase,1,25 to 34 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,No
9125,Same,Same,2,35 to 44 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Same,No,Yes,Same,No,Yes,Same,No
9126,Increase,Increase,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,Yes
